REF_DATE;NUTS1;NUTS2;NUTS3;T;T_MAX;T_MIN;MEAN_T_MAX;MEAN_T_MIN;NUM_FROST;NUM_ICE;NUM_SUMMER;NUM_HEAT;P;P_MAX;P_MIN;SUN_H;NUM_CLEAR;NUM_CLOUD;REL_HUM;REL_HUM_MAX;REL_HUM_MIN;WIND_VEL;NUM_WIND_VEL60;WIND_VEL_MAX;PRECP_SUM;NUM_PRECP_01;STAT_NUM
199312;AT1;AT13;AT130;2,9;15,4;-5,7;6,1;0,4;13;3;0;0;987,5;1003,6;967,2;48;0;15;83;100;52;11,9;9;84;53;22;5904
199401;AT1;AT13;AT130;4,3;15,3;-5;7,6;1,8;7;0;0;0;989,8;1006,7;972,9;85;3;12;77;100;41;12,6;8;102;31;15;5904
199402;AT1;AT13;AT130;1;12,6;-11,5;4,9;-1,8;15;7;0;0;992,9;1007,8;980,3;116;2;13;82;99;52;9,7;0;47;8;6;5904
199403;AT1;AT13;AT130;8,5;22,7;-0,6;13,1;5,1;2;0;0;0;993,3;1007,1;978,2;142;2;14;75;99;42;13,7;11;100;48;23;5904
199404;AT1;AT13;AT130;10,3;24,3;1,1;15,6;6,1;0;0;0;0;986,2;1005,7;971,7;196;4;7;72;99;44;12,6;7;71;103;12;5904
199405;AT1;AT13;AT130;15,1;27,3;4,1;20,4;10,6;0;0;4;0;988,8;999,9;971,2;207;2;8;73;99;44;11,5;4;69;58;17;5904
199406;AT1;AT13;AT130;19,2;33,1;9,2;24,4;14,4;0;0;15;4;992,6;999,3;979,7;243;5;7;67;96;40;13;4;108;44;9;5904
199407;AT1;AT13;AT130;23,2;34,4;14,4;29,4;17,5;0;0;28;14;992,3;997,8;986,5;336;12;0;64;97;37;9;0;54;76;8;5904
199408;AT1;AT13;AT130;21,3;34,1;11;27,3;16,7;0;0;20;10;989,9;999,7;978,2;274;7;3;70;97;43;11,9;5;73;76;13;5904
199409;AT1;AT13;AT130;17,2;28,5;7,2;22,6;13,5;0;0;8;0;990,5;1001,9;976,2;187;0;5;77;98;46;10,4;2;74;22;11;5904
199410;AT1;AT13;AT130;8,2;22;0,7;12,7;5,3;0;0;0;0;994,7;1008,4;978,6;132;2;11;81;99;39;10,8;5;72;42;10;5904
199411;AT1;AT13;AT130;7,1;19,1;-0,2;9,9;4,8;1;0;0;0;996,4;1007,3;981,8;60;0;18;82;99;51;13;3;78;67;16;5904
199412;AT1;AT13;AT130;2,4;13,7;-4,4;5;0,3;18;3;0;0;997,5;1011,6;975,1;75;3;16;84;99;56;12,6;8;82;41;16;5904
199501;AT1;AT13;AT130;0,3;16,1;-7;3;-2;24;10;0;0;992,4;1010,3;970,5;76;1;12;78;99;50;15,1;7;113;30;18;5904
199502;AT1;AT13;AT130;5,8;15,4;-2,8;10;2,6;6;0;0;0;990,6;1010,7;968,4;98;0;9;76;99;39;14;9;90;33;14;5904
199503;AT1;AT13;AT130;4,7;19,1;-3;9,5;1,5;10;0;0;0;989,2;1009,2;966,2;144;2;10;75;100;36;14,8;8;89;65;17;5904
199504;AT1;AT13;AT130;10,8;26,8;0,8;15,4;6,9;0;0;2;0;989,2;1000,7;971;174;1;11;70;98;36;15,8;6;76;82;20;5904
199505;AT1;AT13;AT130;14,9;28,3;4,2;20,3;10,1;0;0;8;0;990,3;1006,6;962,5;262;2;9;66;95;38;13;2;74;58;9;5904
199506;AT1;AT13;AT130;17,4;29;9,7;22,1;13,5;0;0;7;0;989,9;998,4;981,2;193;3;11;72;98;45;12,2;2;69;119;14;5904
199507;AT1;AT13;AT130;22,9;33,4;14,6;28,8;17,4;0;0;28;13;991,1;998,8;976,8;326;10;3;61;87;34;10,4;1;77;24;7;5904
199508;AT1;AT13;AT130;19,6;31,3;9,2;25;15,3;0;0;19;2;990,7;1000,2;979,9;235;3;8;62;88;29;10,8;0;57;74;14;5904
199509;AT1;AT13;AT130;14,1;24,4;6,9;18,8;10,8;0;0;0;0;988,6;997,3;978,5;167;2;9;75;96;38;13,3;2;82;129;14;5904
199510;AT1;AT13;AT130;11,3;21,7;1,2;15,4;8,5;0;0;0;0;999,6;1005,6;990,5;135;4;9;83;99;39;8,3;2;69;11;8;5904
199511;AT1;AT13;AT130;2,5;12,4;-6,3;4,6;0,9;13;3;0;0;993,5;1008,3;974,4;38;1;25;87;100;48;14,8;8;96;73;20;5904
199512;AT1;AT13;AT130;-0,2;12,6;-10,8;1,7;-1,7;21;8;0;0;993,8;1011,4;968,7;23;1;28;89;100;47;10,8;0;55;78;23;5904
199601;AT1;AT13;AT130;-2,7;6,1;-12,2;-0,8;-4,1;26;23;0;0;994,7;1008,3;980;29;1;25;91;100;69;11,2;1;60;49;19;5904
199602;AT1;AT13;AT130;-2,6;7,5;-14,4;0,8;-5,1;25;12;0;0;989,2;1004,5;972,8;111;4;11;80;100;51;12,6;2;87;40;16;5904
199603;AT1;AT13;AT130;2;11,1;-6,1;5,5;-0,6;18;2;0;0;991,7;1005,1;983;102;2;14;80;100;32;12,2;1;74;31;15;5904
199604;AT1;AT13;AT130;9,9;25,3;-2,7;15,2;5,5;2;0;1;0;990,3;997,5;976,3;202;7;11;73;100;32;10,8;1;64;111;15;5904
199605;AT1;AT13;AT130;15,6;28,4;6,1;20,7;11,2;0;0;5;0;986,4;999,1;971,5;208;1;12;76;100;41;11,9;4;71;85;16;5904
199606;AT1;AT13;AT130;19,1;31,2;9,1;24,8;13,9;0;0;14;5;993,3;1005,2;978,2;299;5;4;69;99;38;11,9;1;66;72;11;5904
199607;AT1;AT13;AT130;18,6;29,7;9,6;24,1;13,7;0;0;13;0;992,1;1001;973,5;261;4;7;70;97;37;12,2;3;103;28;12;5904
199608;AT1;AT13;AT130;18,8;31;11,2;24,4;14,7;0;0;12;1;991,4;997,3;984,8;214;4;6;77;100;40;10,4;0;53;66;13;5904
199609;AT1;AT13;AT130;12,3;22,4;6,4;15,6;10,1;0;0;0;0;988,9;1002,1;974,7;84;0;16;84;99;57;13,7;2;70;137;23;5904
199610;AT1;AT13;AT130;11;23;0,8;15,1;8,4;0;0;0;0;993,3;1003,8;979;137;2;9;81;99;47;11,9;4;79;51;10;5904
199611;AT1;AT13;AT130;6,9;19,3;-2,4;10,6;4,4;5;0;0;0;987,7;1005,8;966;92;0;11;81;100;49;11,9;7;85;22;14;5904
199612;AT1;AT13;AT130;-2,3;7,5;-18,1;-0,3;-3,9;21;12;0;0;991,8;1013,2;974,9;62;2;17;85;99;50;11,2;1;63;26;15;5904
199701;AT1;AT13;AT130;-2,4;5;-10,2;-0,6;-4;29;16;0;0;999,6;1011,4;977,6;28;0;24;88;98;60;9,4;0;58;14;15;5904
199702;AT1;AT13;AT130;3,8;16,7;-8,1;8,1;0,6;12;1;0;0;997,2;1012;975,3;131;5;8;72;98;35;13;9;103;23;12;5904
199703;AT1;AT13;AT130;5,7;16,8;-2;10,5;2,3;5;0;0;0;997,6;1011,1;976,9;156;5;13;72;99;28;12,2;2;87;91;20;5904
199704;AT1;AT13;AT130;7,8;20,9;-1,5;13,2;3,5;4;0;0;0;991,6;1008,6;978,2;206;3;11;62;98;31;15,1;9;92;64;18;5904
199705;AT1;AT13;AT130;15,9;28,8;6,5;21,5;11;0;0;11;0;990,1;1004,1;966,1;256;1;8;63;96;36;13;5;73;71;12;5904
199706;AT1;AT13;AT130;18,7;31,4;4,8;23,9;13,8;0;0;11;3;987,2;997,9;976,5;240;2;7;67;95;39;12,6;1;83;43;13;5904
199707;AT1;AT13;AT130;19,2;29,4;11,8;24;15,2;0;0;12;0;989,9;997,5;979;199;1;13;74;95;36;13,7;6;78;244;21;5904
199708;AT1;AT13;AT130;20,2;29;12,4;26,1;15,4;0;0;22;0;992,5;999,2;977,1;297;5;3;71;96;36;9,7;2;88;31;8;5904
199709;AT1;AT13;AT130;15,4;28,8;4,3;21,6;11;0;0;7;0;996,5;1003,9;985;271;10;3;72;97;39;9,4;4;67;22;5;5904
199710;AT1;AT13;AT130;8,1;21,8;-4,5;12,7;5;6;0;0;0;992,9;1013,3;969,2;157;4;6;76;97;40;11,2;4;74;28;16;5904
199711;AT1;AT13;AT130;5,4;20,8;-3,7;8,5;3;6;0;0;0;988,1;1002,3;973,9;85;5;18;82;98;49;10,4;1;62;74;16;5904
199712;AT1;AT13;AT130;2,6;12,3;-6,9;4,7;0,9;8;3;0;0;990,5;1008,7;973,8;23;0;22;82;97;58;13;1;73;53;19;5904
199801;AT1;AT13;AT130;2,2;14,6;-8,4;5,1;-0,2;17;3;0;0;994;1005,8;974,2;74;3;15;77;97;39;12,6;5;98;29;13;5904
199802;AT1;AT13;AT130;6,1;17,8;-13,7;10,9;2,5;9;2;0;0;999,6;1010,8;983,2;167;5;4;66;97;25;14,8;6;79;4;2;5904
199803;AT1;AT13;AT130;5,3;19,5;-6,1;10,1;1,9;11;0;0;0;995,7;1006,2;978,7;167;3;6;64;98;33;14,4;9;95;65;17;5904
199804;AT1;AT13;AT130;11,8;23,5;0,7;17,3;7,5;0;0;0;0;982,5;995,8;967,2;202;0;9;65;96;36;14,4;8;76;31;11;5904
199805;AT1;AT13;AT130;15,7;27,9;7;21,2;11;0;0;10;0;990,3;1001,9;975,5;253;5;6;64;99;34;12,6;0;58;43;9;5904
199806;AT1;AT13;AT130;19,8;34,6;7,6;25,5;14,5;0;0;18;3;991,1;999,9;978,3;246;2;6;67;96;29;12,6;6;82;62;17;5904
199807;AT1;AT13;AT130;20,3;33,5;10,1;25,7;15,9;0;0;16;8;988,6;994,3;976,9;229;3;8;73;99;37;12,2;4;79;136;19;5904
199808;AT1;AT13;AT130;20,5;35,2;10,4;26,4;15,7;0;0;21;9;991,9;1002,6;982,5;277;3;2;68;99;37;9,7;2;72;38;10;5904
199809;AT1;AT13;AT130;14,5;24,3;7,7;18,8;11,5;0;0;0;0;988,6;1005,1;968,4;126;2;11;82;99;44;13;2;104;120;14;5904
199810;AT1;AT13;AT130;10,7;20,1;3,6;14,5;8,1;0;0;0;0;990;1003,7;973,8;93;0;15;83;99;47;11,2;5;83;94;21;5904
199811;AT1;AT13;AT130;2,7;15,8;-6,9;5,5;0,8;14;3;0;0;993,5;1011,2;967,1;96;0;15;82;99;43;10,8;3;95;35;16;5904
199812;AT1;AT13;AT130;-0,7;9,5;-11,4;1,7;-2,7;25;12;0;0;997,7;1008;978,4;50;1;16;83;99;56;12,2;4;84;33;12;5904
199901;AT1;AT13;AT130;0,7;11,1;-8,4;3,3;-1,2;21;9;0;0;993;1008,9;976,6;58;0;16;84;99;49;11,2;5;84;17;11;5904
199902;AT1;AT13;AT130;1;14,8;-9;4,2;-1,4;15;5;0;0;987,2;1007,1;968;77;1;15;77;98;42;20,2;17;99;112;21;5904
199903;AT1;AT13;AT130;7,1;21,4;-2,5;12,2;3,5;6;0;0;0;988,2;1005,2;966,9;175;2;8;74;97;32;12,2;5;77;31;13;5904
199904;AT1;AT13;AT130;11,7;21,2;0,9;17;7,5;0;0;0;0;988,5;1002,1;973,3;198;0;6;70;99;36;11,2;3;75;48;11;5904
199905;AT1;AT13;AT130;15,8;30,7;5,1;20,9;11,3;0;0;5;1;991,8;999,4;979,3;247;2;8;68;99;37;11,5;1;65;90;12;5904
199906;AT1;AT13;AT130;18,1;29;8,9;23,2;13,7;0;0;9;0;992,2;1001,5;982,6;243;1;10;70;97;40;13;4;96;60;7;5904
199907;AT1;AT13;AT130;21,1;35,3;12,8;26,4;16,6;0;0;24;5;990,8;996,8;980;261;6;8;69;97;36;13,7;3;88;79;8;5904
199908;AT1;AT13;AT130;19,1;32,1;10,3;24,6;14,6;0;0;11;3;989,9;997,4;978,4;238;2;5;70;97;41;10,1;1;73;73;15;5904
199909;AT1;AT13;AT130;17,5;26,7;10,6;22,8;13,8;0;0;9;0;989,9;1000,8;975,3;205;6;9;79;97;40;10,1;2;71;60;9;5904
199910;AT1;AT13;AT130;10,7;22,2;-0,6;15;7,8;2;0;0;0;993,9;1004,1;976,4;136;1;7;78;98;40;15,1;6;81;16;9;5904
199911;AT1;AT13;AT130;3,5;16,1;-6;5,8;1,9;11;3;0;0;996,3;1010,3;978,4;53;1;20;85;98;51;12,6;1;86;52;12;5904
199912;AT1;AT13;AT130;1,6;11,9;-8,5;4,8;-0,7;15;4;0;0;988,9;1012,8;960,5;72;2;12;77;99;40;14,8;8;104;66;14;5904
200001;AT1;AT13;AT130;-0,7;12,9;-9,8;1,9;-2,9;26;12;0;0;997,4;1013,2;977,3;45;1;14;78;99;44;15,8;10;112;44;13;5904
200002;AT1;AT13;AT130;4,9;15;-3,8;9,2;1,9;6;0;0;0;995,7;1011,8;978,3;127;2;9;73;97;42;15,8;10;87;35;19;5904
200003;AT1;AT13;AT130;6,4;18,3;-0,8;10,9;3,2;3;0;0;0;991,7;1007,1;978,6;113;2;13;72;99;35;16,2;13;111;80;19;5904
200004;AT1;AT13;AT130;13,6;27,1;1,4;19,8;8,6;0;0;4;0;984,3;1001,2;968,7;278;3;4;63;92;31;14,8;8;87;11;4;5904
200005;AT1;AT13;AT130;17,4;30,3;8;23,9;11,7;0;0;14;1;991,1;1000,3;981,5;305;5;5;61;95;28;13;3;74;50;10;5904
200006;AT1;AT13;AT130;20,3;35,9;8,4;26,7;14,3;0;0;16;10;994;1005,2;987,2;322;6;3;57;96;30;13,3;3;67;22;8;5904
200007;AT1;AT13;AT130;18,9;33;11,6;24,1;14,6;0;0;14;3;987,2;998,4;974,2;173;0;10;68;96;33;14,4;8;86;65;22;5904
200008;AT1;AT13;AT130;21,5;37;10,3;27,8;16,4;0;0;21;12;992,6;998,9;982,9;297;6;3;64;96;25;10,1;1;88;54;8;5904
200009;AT1;AT13;AT130;15,2;28,3;8,5;20,1;11,8;0;0;4;0;991,3;1001,7;982,3;176;2;8;72;96;36;13,7;4;71;46;12;5904
200010;AT1;AT13;AT130;12,7;24,5;2,6;17,2;9,7;0;0;0;0;991,9;1006,8;971,9;139;3;11;78;97;37;13,7;5;66;54;13;5904
200011;AT1;AT13;AT130;7,6;17,1;-0,5;11,4;5,1;1;0;0;0;986,9;1001,1;965,9;81;0;11;83;99;45;10,8;3;69;33;10;5904
200012;AT1;AT13;AT130;2,5;15,6;-7,9;4,5;0,8;9;5;0;0;990,1;1004,1;966,2;39;2;18;87;100;49;11,9;3;72;42;17;5904
200101;AT1;AT13;AT130;0,5;9,2;-7,9;2,7;-1,2;21;6;0;0;992,6;1010;976;68;2;21;87;100;47;12,6;0;58;19;12;5904
200102;AT1;AT13;AT130;3,1;14;-7,1;7,2;0,2;12;0;0;0;992,3;1014,6;971,8;123;3;9;80;99;52;14;6;98;19;13;5904
200103;AT1;AT13;AT130;7,1;20;-2,3;11,6;4;5;0;0;0;983,7;1001,3;965,8;108;0;16;80;100;47;14,8;4;84;49;19;5904
200104;AT1;AT13;AT130;9,8;25,4;0,4;15,1;5,4;0;0;1;0;987,4;1002,3;974;187;1;12;75;98;38;13,7;6;89;32;16;5904
200105;AT1;AT13;AT130;17,2;29,3;6,6;23,2;11,6;0;0;12;0;990,5;1000,1;979;305;4;4;65;93;34;12,6;5;74;30;10;5904
200106;AT1;AT13;AT130;17,4;30,7;7,4;22,4;12,7;0;0;10;1;990,4;998,5;982,4;218;2;11;68;97;42;14,8;3;65;47;15;5904
200107;AT1;AT13;AT130;20,9;35,4;11,7;26,7;16,1;0;0;19;8;989,7;998,9;979,3;230;3;11;69;95;36;14;5;96;80;14;5904
200108;AT1;AT13;AT130;21,6;32,5;9,8;27,9;16,7;0;0;23;12;992,1;1000,4;985,2;293;6;3;70;96;44;12,6;3;76;43;8;5904
200109;AT1;AT13;AT130;13,6;23,8;6,1;17,7;10,8;0;0;0;0;987,8;995,8;979,7;114;0;16;82;99;53;14,8;5;85;99;22;5904
200110;AT1;AT13;AT130;13,1;25,7;2,7;17,3;10,4;0;0;1;0;995,2;1005,9;981,7;122;1;12;84;99;56;10,4;3;74;9;8;5904
200111;AT1;AT13;AT130;4,2;17,7;-2,6;7,6;1,9;6;0;0;0;994,9;1011,6;968,8;83;2;13;78;99;51;15,1;5;85;55;12;5904
200112;AT1;AT13;AT130;-1,6;9,5;-13,6;1,4;-3,9;27;9;0;0;996,6;1017;969,5;63;3;16;79;99;43;13,7;9;79;52;19;5904
200201;AT1;AT13;AT130;1,4;18,7;-12,3;4,5;-1,1;18;10;0;0;1000,5;1013,3;982;77;4;16;77;98;27;13,3;8;103;13;10;5904
200202;AT1;AT13;AT130;6,1;16,6;-3,8;10;3,2;5;0;0;0;990,8;1007,5;971,7;100;1;11;75;99;52;15,5;11;91;34;16;5904
200203;AT1;AT13;AT130;7,2;18,9;0,1;12,5;3,3;0;0;0;0;992,3;1005,1;978,9;203;3;6;69;99;34;13,7;8;81;66;8;5904
200204;AT1;AT13;AT130;10,2;21,8;-1,6;14,9;6,5;2;0;0;0;990,5;1006,7;973,8;177;3;14;69;97;43;13,3;3;64;57;12;5904
200205;AT1;AT13;AT130;17,6;28,3;7,4;23,2;12,7;0;0;6;0;989;1001,6;977,8;258;1;8;68;95;41;13,7;5;81;47;6;5904
200206;AT1;AT13;AT130;20,5;35,1;9,3;26,3;15,2;0;0;18;10;991,2;1000,5;972;283;2;7;66;95;44;12,6;5;65;71;11;5904
200207;AT1;AT13;AT130;21,7;33,4;11,9;28,1;16,3;0;0;27;8;989,3;997,2;980,2;293;3;4;67;94;42;11,2;6;78;52;14;5904
200208;AT1;AT13;AT130;20,4;29,5;14,6;25,7;16,4;0;0;21;0;988,7;996,6;972,1;226;2;10;76;96;47;11,9;3;80;207;15;5904
200209;AT1;AT13;AT130;14,6;27,1;5,2;19,4;11,3;0;0;5;0;992,1;1004,7;980,5;204;5;9;75;95;43;11,5;1;63;41;13;5904
200210;AT1;AT13;AT130;9,1;18,9;2,5;13,3;6,3;0;0;0;0;990;1001,7;975,8;99;0;14;82;97;44;11,5;6;84;92;19;5904
200211;AT1;AT13;AT130;7,5;20,4;-1,2;10,4;5,2;5;0;0;0;986,7;1003,4;972,8;49;0;20;81;97;56;11,2;6;73;69;13;5904
200212;AT1;AT13;AT130;-0,5;14,3;-8,9;1,7;-2,4;24;14;0;0;994,8;1007,2;974;30;1;21;84;96;55;12,2;1;89;64;18;5904
200301;AT1;AT13;AT130;-0,4;12,3;-13,7;2,2;-2,8;20;12;0;0;990,9;1009;971,1;64;0;18;80;97;51;15,1;8;99;68;20;5904
200302;AT1;AT13;AT130;-1,7;9,1;-9,5;2,1;-4,4;28;6;0;0;997,4;1011,1;967,2;134;7;7;74;95;44;11,2;2;62;1;2;5904
200303;AT1;AT13;AT130;6,4;21,5;-4,6;11,9;2,7;9;0;0;0;998;1013,2;986,9;184;5;9;67;96;28;13,3;3;63;14;9;5904
200304;AT1;AT13;AT130;10,1;27,9;-3;16;5,2;6;0;2;0;991;1002,7;977,3;225;3;7;63;94;31;14;5;87;28;10;5904
200305;AT1;AT13;AT130;17,8;31,1;5,5;23,9;12,6;0;0;16;1;992,6;1002,3;984;285;5;4;67;93;38;13,7;4;72;111;16;5904
200306;AT1;AT13;AT130;22,5;34,6;12,1;28,1;17;0;0;26;9;991;997,2;979,5;320;2;0;64;93;41;11,5;4;92;29;9;5904
200307;AT1;AT13;AT130;21,7;35,5;12;27,5;16,7;0;0;21;10;990,7;997,5;974,6;256;4;5;65;94;41;13,3;6;78;36;15;5904
200308;AT1;AT13;AT130;23,5;37,6;13,7;30,8;17,9;0;0;30;19;991,4;998,6;976,3;323;5;2;61;94;32;10,4;5;101;19;8;5904
200309;AT1;AT13;AT130;15,8;30,5;6;22,2;11,2;0;0;7;1;995,4;1007,6;982,6;246;10;7;71;97;31;12,6;3;82;43;11;5904
200310;AT1;AT13;AT130;7,9;23,6;-2,8;12;4,9;5;0;0;0;989,1;1006;970;125;4;8;80;98;49;14,8;9;93;36;13;5904
200311;AT1;AT13;AT130;6,7;17,8;-1;9,6;4,6;1;0;0;0;994,7;1010,5;967,6;69;2;13;85;98;51;12,6;5;89;25;15;5904
200312;AT1;AT13;AT130;1,1;10,2;-11,1;3,9;-1;19;4;0;0;994,8;1009,2;977,5;73;3;15;82;98;48;14;7;102;37;13;5904
200401;AT1;AT13;AT130;-1,5;9;-12,3;1,5;-3,8;26;13;0;0;987;1003,9;967,7;94;2;11;80;97;49;13,7;7;96;72;23;5904
200402;AT1;AT13;AT130;3,2;18,2;-5,5;6,4;0,9;18;0;0;0;993;1006,5;971,8;93;1;14;73;98;30;18,7;9;86;89;17;5904
200403;AT1;AT13;AT130;4,5;22,1;-8,2;8,6;1,5;11;0;0;0;995,8;1008,5;976,3;147;2;14;76;98;38;16,2;9;80;90;12;5904
200404;AT1;AT13;AT130;11,5;23,8;1,2;16,7;7,3;0;0;0;0;988,6;1000,4;971,9;190;1;8;70;95;39;13,3;0;58;26;10;5904
200405;AT1;AT13;AT130;14,3;26;5,1;19,4;9,8;0;0;1;0;988,6;1000,1;966,1;225;1;7;70;96;42;13;4;77;54;12;5904
200406;AT1;AT13;AT130;18,1;30,4;10,7;23;13,5;0;0;8;1;991,8;1002,1;979,5;221;2;11;71;96;40;12,2;3;75;122;18;5904
200407;AT1;AT13;AT130;20,2;31,4;10,4;25,4;15,6;0;0;17;4;991,4;996,9;984,1;245;1;7;71;97;41;14,4;5;83;46;17;5904
200408;AT1;AT13;AT130;20,7;32,4;11,4;26,8;15,8;0;0;24;4;989,2;998,8;981,5;282;1;5;71;97;38;12,2;4;105;26;12;5904
200409;AT1;AT13;AT130;15,5;26,9;6,5;21,1;11,3;0;0;4;0;995,2;1006,1;974,5;218;2;6;73;96;35;12,2;3;74;40;12;5904
200410;AT1;AT13;AT130;11,3;22,2;0,1;15,5;8,3;0;0;0;0;990,7;1004,7;976,1;111;0;13;84;97;47;10,4;1;75;38;15;5904
200411;AT1;AT13;AT130;6,2;15,5;-4,1;9,1;3,9;3;0;0;0;993,6;1006,9;972,4;67;2;19;78;96;46;18;13;119;48;12;5904
200412;AT1;AT13;AT130;1,4;11,4;-5,8;3,5;-0,3;16;7;0;0;995,6;1007,8;972,6;42;2;19;81;97;40;11,9;4;83;14;8;5904
200501;AT1;AT13;AT130;1,8;12,8;-8,9;5,1;-0,6;14;7;0;0;994,9;1006,9;970,2;90;3;14;76;97;43;17,6;12;112;61;19;5904
200502;AT1;AT13;AT130;-1;9,2;-10,6;1,8;-3;22;7;0;0;991,5;1011,4;968,9;92;6;15;77;97;42;14,8;7;76;75;16;5904
200503;AT1;AT13;AT130;4;20,2;-10,5;9;0;15;5;0;0;991,5;1003,4;974,5;213;4;8;68;94;35;14;8;90;18;10;5904
200504;AT1;AT13;AT130;11,3;22;-0,9;17;6,4;2;0;0;0;989,3;1005,3;971;216;5;9;62;94;29;12,2;3;72;29;11;5904
200505;AT1;AT13;AT130;15,9;33,7;4;21,9;10,5;0;0;10;3;991,3;1002,7;981,3;287;2;9;63;95;31;13,7;8;80;47;12;5904
200506;AT1;AT13;AT130;19,2;31,6;7,8;24,3;14,3;0;0;18;1;992,5;1002,5;982,5;259;1;6;63;93;32;13;2;65;45;10;5904
200507;AT1;AT13;AT130;20,8;35,6;10,7;26,4;16;0;0;19;7;989,8;997,1;983,1;233;4;10;67;94;36;13,7;6;89;63;14;5904
200508;AT1;AT13;AT130;18,7;30,2;10,9;23,8;14,6;0;0;12;1;990,8;1001,2;983,8;208;4;10;70;94;36;13;3;71;104;14;5904
200509;AT1;AT13;AT130;16,5;28,7;7,2;21,6;12,9;0;0;6;0;993,9;1001,9;978,3;196;5;10;74;96;39;10,4;1;60;43;10;5904
200510;AT1;AT13;AT130;10,7;21,2;-0,2;15,3;7,5;1;0;0;0;998;1005;986,8;180;5;6;77;96;40;10,4;1;64;3;5;5904
200511;AT1;AT13;AT130;4,2;14;-5,3;6,7;2,4;8;1;0;0;993,7;1008,7;971,6;65;0;17;81;98;51;10,8;1;63;24;12;5904
200512;AT1;AT13;AT130;0,5;7,2;-8,4;2,9;-1,3;20;5;0;0;991,3;1015,4;963,5;69;1;15;78;96;52;16,9;10;103;83;20;5904
200601;AT1;AT13;AT130;-3,4;6,2;-16,1;-0,6;-5,6;26;15;0;0;1001,1;1017,4;978,6;109;8;11;79;97;45;11,5;1;86;47;9;5904
200602;AT1;AT13;AT130;-0,6;10,6;-11,2;2,8;-2,9;20;6;0;0;989,7;1005,1;970,7;102;1;12;78;96;48;13;4;81;35;16;5904
200603;AT1;AT13;AT130;3,5;21,9;-4,5;7,6;0,5;18;0;0;0;986,4;1001,6;970,1;145;2;14;74;96;35;15,1;4;72;77;17;5904
200604;AT1;AT13;AT130;11,7;25,3;0;17,4;7,3;0;0;2;0;988,7;994,2;977,6;204;3;11;69;97;33;12,2;1;77;70;15;5904
200605;AT1;AT13;AT130;14,9;25;4,4;20,2;10,3;0;0;2;0;991,7;1001,6;979,1;235;3;10;69;95;36;14;5;75;74;15;5904
200606;AT1;AT13;AT130;19,4;31,4;7,5;24,3;14,7;0;0;18;4;994,2;1003,5;987,3;263;2;6;67;95;39;12,6;4;69;65;13;5904
200607;AT1;AT13;AT130;23,9;34,9;14,3;29,8;18,3;0;0;26;17;994,1;1002,4;983,1;363;8;3;60;89;32;11,9;0;59;37;6;5904
200608;AT1;AT13;AT130;17,7;31;10,5;22,5;14,2;0;0;7;1;986,3;997,2;978,9;205;0;8;75;95;44;15,1;5;68;207;20;5904
200609;AT1;AT13;AT130;17,5;28,1;8,8;23,2;13,4;0;0;5;0;992,9;1003,9;986,3;269;11;6;74;96;45;13;1;65;17;5;5904
200610;AT1;AT13;AT130;12,3;25,7;1,2;17,8;8,6;0;0;1;0;992,3;1004,4;973,8;212;7;6;78;97;44;11,5;3;96;15;7;5904
200611;AT1;AT13;AT130;7,8;18;-0,8;10,6;5,7;2;0;0;0;993,8;1011,2;974,6;54;0;18;81;97;51;14,8;10;95;32;13;5904
200612;AT1;AT13;AT130;3,5;15,2;-6,3;6,3;1,3;13;2;0;0;1001,5;1015,2;977,8;67;3;16;83;98;49;11,5;3;77;18;12;5904
